id,language,sentence
259,Marathi,एकेकाळी त्या नागोयात राहिल्या.
259,English,At one time they lived in Nagoya.
259,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6850988
260,Hebrew,אני שמחה שאתה פה אתי.
260,Dutch,Ik ben blij dat je hier bij mij bent.
260,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8164816
261,Berber,Imir-a kan ay ssawleɣ ed yimsujji-nwent.
261,English,I just spoke with your doctor.
261,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8027333
262,Ukrainian,"Ти певен, що Том може нас чути?"
262,English,Are you sure Tom can hear us?
262,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5153521
263,Esperanto,Mia patrino ne ŝatas televidon.
263,French,Ma mère n'apprécie pas la télévision.
263,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4808782
264,English,I will look after your child this evening.
264,Esperanto,Mi vartos vian infanon ĉi-vespere.
264,Icelandic,Ég skal passa barnið þitt í kvöld.
264,Spanish,Yo cuidaré esta noche a tu niño.
264,Turkish,Bu akşam senin çocuğuna ben bakacağım.
265,Russian,"Конечно, я помню вас."
265,English,"Of course, I remember you."
265,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4817148
266,Hebrew,עלי לפרוש.
266,English,I should retire.
266,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6117059
267,Italian,State cancellando i commenti?
267,English,Are you deleting the comments?
267,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2772272
268,German,Ihre Nasen bluten.
268,Spanish,Les está sangrando la nariz.
268,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8292243
269,Portuguese,Permite-me beijar-te a mão.
269,Esperanto,"Permesu al mi, ke mi kisu vian manon."
269,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3983348
270,Russian,Я хочу увидеть тебя перед отъездом.
270,English,I want to see you before you go.
270,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8708977
271,Ukrainian,Його посадили до в'язниці.
271,English,He was sent to prison.
271,French,Il a été envoyé en prison.
271,Spanish,Lo metieron en prisión.
272,Berber,Teǧǧid tirbaɛin yuɣleb dani Japon?
272,Arabic,هل لديك الكثير من الأصدقاء هنا في اليابان؟
272,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2874821
273,Kabyle,Rziɣ ɣer Ceṛfa.
273,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9624038
274,Esperanto,"Mi vidis, ke lia aŭto veturis dekstren."
274,German,"Ich sah, wie sein Auto nach rechts fuhr."
274,Lithuanian,"Aš mačiau, kad jo automobilis važiavo dešinėn."
274,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1183151
275,Esperanto,"Se li petos de ni helpon, ni helpos lin."
275,French,"S'il nous demande de l'aide, nous l'aiderons."
275,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3606169
276,Italian,Non facciamo di questo una grande cosa.
276,English,Let's not make a big deal out of this.
276,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4577876
277,Tagalog,Wala kaming pasok sa araw na ito.
277,Portuguese,Não temos aula hoje.
277,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2903850
278,Portuguese,Vós tendes um lápis de cor vermelho?
278,German,Habt ihr einen roten Buntstift?
278,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6208618
279,Turkish,Ben her zaman Fransızca öğrenmek istedim.
279,English,I've always wanted to learn French.
279,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5453890
280,Turkish,En çok hangi meyveyi seversin?
280,English,What fruit do you like best?
280,Spanish,¿Qué fruta es la que más te gusta?
280,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1413902
281,Turkish,Fransızca okuyoruz.
281,Greek,Διαβάζουμε Γαλλικά.
281,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5701520
282,French,C'est la chouchoute du prof.
282,English,She's the teacher's pet.
282,Esperanto,Ŝi estas la preferata de la instruisto.
282,Russian,Она любимица преподавателя.
282,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2200116
283,Hindi,जितना जल्दी उतना अच्छा।
283,Mandarin Chinese,越快越好。
283,English,"The sooner, the better."
283,Marathi,जितक्या लवकर तितकं चांगलं.
283,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/443060
284,Tigrinya,ጽማቕ ኣራንሺ ብመምጸዪ ገይረ መጽየ።
284,English,I sucked orange juice through a straw.
284,Hebrew,שתיתי מיץ תפוזים עם קשית.
284,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5982418
285,English,We tried to stop Tom from doing that.
285,Turkish,Tom'un onu yapmasını durdurmaya çalıştık.
285,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4663934
286,Turkish,O gerçekte beni seven tek kızdı.
286,English,She was the one girl who actually loved me.
286,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4867874
287,Portuguese,Tu estudas inglês.
287,Dutch,Jij studeert Engels.
287,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5993710
288,Italian,Non sono abituata a vincere.
288,English,I'm not used to winning.
288,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7746402
289,Kabyle,Tal yiwet tekkat ad d-tban tif tayeḍ akken ad teččar tiṭ i yimɣaren-is.
289,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7810247
290,Esperanto,Iam kaj tiam mi pensas pri divorco de li.
290,English,Now and then I think of divorcing him.
290,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1390996
291,Russian,Дельфинарий — это аквариум для дельфинов.
291,English,A dolphinarium is an aquarium for dolphins.
291,Turkish,Delfinaryum; yunuslar için akvaryumdur.
291,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8095177
292,French,Vous êtes responsables de ce que vous faites.
292,English,You're responsible for what you do.
292,Esperanto,Vi respondecas pri viaj faroj.
293,Esperanto,Ĉu la domo estas preta?
293,French,La maison est-elle prête ?
293,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5598315
294,English,Nobody knows why Tom did it.
294,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9425561
295,English,She wanted to have her father's love to herself.
295,Berber,Tella tebɣa d nettat kan ad iḥemmel baba-s.
295,French,Elle voulait avoir l'amour de son père pour elle toute seule.
295,Hebrew,היא רצתה את חיבת אביה רק לעצמה.
295,Japanese,彼女は父親の愛情を独占したいと思った。
296,Danish,Kan du kort beskrive tyven?
296,Esperanto,Ĉu vi povas mallonge priskribi la ŝteliston?
296,Icelandic,Geturðu lýst þjófinum stuttlega?
296,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/675138
297,Hungarian,Valószínűleg Jane jön.
297,German,Jane kommt wahrscheinlich.
297,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4745259
298,Hungarian,"Sajnálom, hogy nem találkoztunk előbb."
298,German,Wir haben uns leider nicht früher getroffen.
298,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9928208
299,Esperanto,"Mi havis sufiĉan tempon, tial mi ne bezonis urĝi min."
299,French,"J'avais suffisamment de temps, alors je n'avais pas besoin de me presser."
299,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2386567
300,Hungarian,Mekkora kudarc!
300,English,What a failure!
300,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7089719
301,Italian,"Il suo numero di stanza, per piacere."
301,English,"Your room number, please."
301,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2895691
302,Russian,"Не могу вспомнить, где я припарковался."
302,English,I can't remember where I parked my car.
302,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4293150
303,Turkish,Mary tüm çikolatalı şekerlemeleri yedi.
303,English,Mary ate all the chocolate truffles.
303,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5346268
304,Ukrainian,"Том знав, що мусить це зробити."
304,English,Tom knew he had to do that.
304,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6313206
305,Danish,Planeterne kredser om solen.
305,German,Die Planeten kreisen um die Sonne.
305,English,The planets revolve around the sun.
305,Esperanto,La planedoj orbitas ĉirkaŭ la suno.
306,Toki Pona,o pona mute tan ni!
306,Esperanto,Dankegon!
306,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6054242
307,Russian,"Том хочет поехать, но не может."
307,English,"Tom wants to go, but he can't."
307,Italian,"Tom vuole andare, ma non può."
307,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5450973
308,Italian,"""Di che nazionalità siete?"" ""Paraguaiana."""
308,Turkish,"""Uyruğunuz ne?"" ""Paraguay."""
308,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6744006
309,Basque,Adineko gazteak ezarritako asmakizuna da zahartzaroa.
309,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/916146
310,Macedonian,Том го кажа своето.
310,English,Tom has had his say.
310,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4277544
311,Turkish,Tom Mary olmadan bunu yapmak istemiyor.
311,English,Tom doesn't want to do that without Mary.
311,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6322759
312,Italian,Sami ha invitato Farid nella moschea.
312,English,Sami invited Farid into the mosque.
312,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9071932
313,Spanish,Él estaba poseído por el demonio.
313,Esperanto,Diablo lin eniris.
313,Dutch,Hij was door de duivel bezeten.
313,Russian,Он был одержим дьяволом.
314,Bulgarian,Загубих си мобилния.
314,Danish,Jeg mistede min mobil.
314,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1885165
315,Turkish,Bütün rengarenk çiçeklerin güzelliklerine hayran kaldım.
315,English,I admired the beauty of all the colorful flowers.
315,Uyghur,پۈتۈن رەڭگارەڭ گۈللەرنىڭ گۈزەللىكلىرىگە ھەيران قالدىم.
315,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2293767
316,Hungarian,Tom három halmazba válogatta ki a cuccokat.
316,English,Tom separated the items into three piles.
316,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9577442
317,Italian,Posso fare foto qui?
317,English,May I take pictures here?
317,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1064161
318,Turkish,Bu evde biri var mı?
318,English,Is there anybody in the house?
318,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3166264
319,Italian,E se ne vanta?
319,French,Et il s'en vante ?
319,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3518880
320,Czech,Musím ji zachránit za každou cenu.
320,English,I must save her at all costs.
320,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3066103
321,Japanese,袋は空っぽだ。
321,English,The bag is empty.
321,Esperanto,La skatolo estas malplena.
321,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2135419
322,Russian,Том был на той встрече.
322,English,Tom attended that meeting.
322,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5220053
323,Macedonian,Том има уште три кучиња.
323,English,Tom has three other dogs.
323,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4113931
324,English,God created the heaven and the earth.
324,Mandarin Chinese,上帝創造了天地。
324,German,Gott schuf Himmel und Erde.
324,Esperanto,Dio kreis la ĉielon kaj la teron.
324,Finnish,Jumala loi taivaan ja maan.
325,Turkish,Tom'la kaldığın için teşekkürler.
325,English,Thanks for staying with Tom.
325,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4152683
326,Slovak,Dnes večer odídem.
326,English,I'll leave tonight.
326,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8947506
327,English,I had intended to go with you.
327,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8540609
328,French,Il te faudrait faire tes devoirs maintenant.
328,Mandarin Chinese,你應該現在做功課。
328,Esperanto,"Necesas, ke vi faru viajn hejmtaskojn nun."
328,Russian,Тебе надо бы уже уроки делать.
329,Turkish,Tom yine de yaptı.
329,English,Tom did it anyways.
329,Russian,Том тем не менее сделал это.
329,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5564854
330,English,I've lost so much.
330,Italian,Ho perso così tanto.
330,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8399072
331,Kabyle,Tezwar ɣer Brazil.
331,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9055562
332,Russian,"Я хочу, чтобы вы поехали с ней."
332,English,I want you to go with her.
332,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8931962
333,Latin,Meminisne?
333,English,Do you remember?
333,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5049394
334,Portuguese,Ela viaja de navio ou de avião?
334,Spanish,¿Viaja en barco o en avión?
334,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2453813
335,Berber,Anda ay ten-yenɣa Yidir?
335,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7486406
336,Turkish,Şu anki hükümetin birçok problemi var.
336,English,The present government has many problems.
336,Esperanto,La nuna registaro havas multajn problemojn.
336,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/863557
337,Italian,Scenda alla prossima fermata.
337,English,Get off at the next stop.
337,French,Descendez au prochain arrêt.
337,Dutch,Stap uit bij de volgende halte.
337,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5981462
338,Spanish,Ya los necesito.
338,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5961449
339,Russian,"Да, я выхожу тут."
339,German,"Ja, ich steige hier um."
339,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2625255
340,Russian,Хочешь с нами в футбол поиграть?
340,German,Willst du mit uns Fußball spielen?
340,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9269276
341,Hindi,टॉम का ऑस्ट्रेलिया में एक घर है।
341,English,Tom has a house in Australia.
341,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9012779
342,Finnish,Sinun täytyy kertoa minulle mitä teen.
342,English,You need to tell me what to do.
342,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3702052
343,Interlingua,Le auto frenava a tempore.
343,Portuguese,O carro freou a tempo.
343,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3126508
344,Catalan,Quan he de tornar el llibre?
344,Portuguese,Quando eu preciso devolver o livro?
344,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4969343
345,Kabyle,Rewleɣ ɣer Reims.
345,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9126441
346,English,My aunt died an old spinster.
346,Esperanto,Mia onklino mortis kiel senedzulino.
346,French,Ma tante est morte vieille fille.
346,Russian,Моя тётя умерла старой девой.
347,French,"À propos des parents éloignés, on peut se plaindre à plaisir."
347,German,Über entfernte Verwandte lässt sich nach Belieben lästern.
347,English,"About distant relatives, one can complain to their heart's content."
347,Esperanto,Pri foraj parencoj eblas klaĉo laŭ plaĉo.
347,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1225812
348,Kabyle,Ur sumant ara ɣer Iberbacen.
348,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9439443
349,Kabyle,Ssaklent ɣer Sḥariǧ.
349,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9751596
350,Hebrew,אני מקווה שאוכל לסייע לך באופן כלשהו.
350,English,I hope I can be of some help to you.
350,French,J'espère pouvoir vous être d'une quelconque assistance.
350,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/561366
351,Khasi,Nga dang bam ja.
351,English,I am eating rice.
351,Khmer,ខ្ញុំកំពុងញ៉ាំបាយ ។
351,Spanish,Estoy comiendo arroz.
351,Vietnamese,Tôi đang ăn cơm.
352,Kabyle,Ttḥewwiṣent ɣer At Smaɛil.
352,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9420964
353,Turkish,Kamp yapacağız.
353,English,We're going to go camping.
353,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4220353
354,English,Tom said that he had been cleaning the house all day.
354,French,Tom a dit qu'il avait nettoyé la maison toute la journée.
354,Icelandic,Tom sagðist hafa verið að þrífa húsið allan daginn.
354,Japanese,"トムは１
いち
日
にち
中
じゅう
家
いえ
を掃
そう
除
じ
していたと言
い
った。"
354,Portuguese,Tom disse que estivera limpando a casa o dia inteiro.
355,Arabic,جاء توم إلى بوسطن عام 2001.
355,Berber,Yus‑d Tom ɣel Boston asuggas n 2001.
355,English,Tom came to Boston in 2001.
355,Russian,Том приехал в Бостон в 2001 году.
355,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1584846
356,German,"Satellitenmessungen aus dem Jahre 2017 ergaben, dass das sich jeden September über der Antarktis bildende Loch in der Ozonschicht der Erde so klein war, wie man es schon seit 1988 nicht mehr beobachtet hatte."
356,English,Measurements from satellites in 2017 showed that the hole in Earth’s ozone layer that forms over Antarctica each September was the smallest observed since 1988.
356,Esperanto,"Persatelitaj mezuroj el la jaro du mil dek sep montris, ke la truo en la ozontavolo, kiu formiĝas ĉiuseptembre super Antarktio, tiel malgrandas, kiel oni ne plu observis ĝin ekde mil naŭcent okdek ok."
356,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6548049
357,Kabyle,Ad yejbu ɣer Cbel.
357,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9344027
358,Berber,Melmi ay d-tesɣa Wezna akerṭun n ukiwi?
358,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9599448
359,Faroese,"Tað var eitt meistaraverk, teir ofta tosaðu um."
359,English,That was a masterpiece they often talked about.
359,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2977242
360,English,Mary said she'll probably win.
360,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7380684
361,Russian,"Я могу поехать, если хочешь."
361,English,I can go if you want me to.
361,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7196039
362,Galician,Tom ten tres maceiras no xardín.
362,Portuguese,Tom tem três macieiras no jardim.
362,Spanish,Tom tiene tres manzanos en el jardín.
362,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1846553
363,Malay,Bayi itu tertidur setelah letih menangis.
363,Japanese,その赤ちゃんは泣き疲れて寝入った。
363,Spanish,Ese bebé se cansó de llorar y se durmió.
363,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2883766
364,English,Did you wait for them?
364,Esperanto,Ĉu vi atendis ilin?
364,Italian,Li avete aspettati?
365,Czech,Seznámil jsem se s jednou hezkou maďarskou dívkou.
365,English,I met a nice Hungarian girl.
365,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8256147
366,Kabyle,Wagikana mačči d ufrin.
366,English,This one isn't better.
366,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9304982
367,Hebrew,תהיה חזק ובטוח. בהצלחה!
367,English,Stay strong and safe. Good luck!
367,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2063687
368,French,"Même aujourd'hui, la température est au-dessous de zéro."
368,Kotava,Dace revielon yanka leon dam nede tir.
368,English,"Even today, the temperature is below zero."
368,Esperanto,Eĉ hodiaŭ la temperaturo estas sub nul.
368,Portuguese,"Mesmo hoje, a temperatura está abaixo de zero."
369,Kabyle,Amek i ilaq ara ad tketbemt akabar asertan s tjapunit?
369,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9329165
370,Spanish,¿Por qué está enojado conmigo?
370,English,Why are you angry at me?
370,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5027618
371,Turkish,Keki dene.
371,English,Try the cake.
371,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1491257
372,Berber,Ur lliɣ ara bɣiɣ ad d-aɣeɣ ameksaw almani.
372,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9661717
373,German,Ich bin dir für deinen Ratschlag sehr dankbar.
373,English,I am very grateful to you for your advice.
373,Esperanto,Mi tre dankas vin pro via konsilo.
373,French,Je te suis très reconnaissant pour ton conseil.
373,Polish,Jestem ci bardzo wdzięczny za radę.
374,Bulgarian,Просто гледам на нещата реалистично.
374,English,I'm just being realistic.
374,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2781851
375,Kabyle,"Wiyaḍ la d-qqaren: 'Ur sɛiɣ ara ""aclavier"" (anasiw) akken ad aruɣ, akken i ilaq tamɛemmṛit''; wiyi, fiḥel ad d-nini; ẓran d acu i d-qqaren."
375,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9367728
376,German,"Gesundheit ist nicht alles, aber ohne Gesundheit ist alles nichts."
376,English,"Health isn't everything, but without it, everything else is nothing."
376,Esperanto,"La sano ne estas ĉio, sed sen sano ĉio estas nenio."
376,French,"La santé n'est pas tout, mais tout n'est rien sans la santé."
376,Italian,"La salute non è tutto, ma senza la salute tutto vale nulla."
377,Hebrew,יש לה יתרון מה.
377,English,She has a small advantage.
377,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1737578
378,Portuguese,Ele não sabe nada sobre o plano.
378,English,He knows nothing about the plan.
378,Hungarian,Semmit nem tud a tervről.
378,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3430063
379,English,Where did he hide the box?
379,Berber,Anda i yeffer tabwaḍt-nni?
379,Italian,Dove ha nascosto la scatola?
379,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7494295
380,Russian,Надо было тебе слушать маму.
380,German,Du hättest auf deine Mutter hören sollen.
380,English,You should have listened to your mother.
380,Esperanto,"Estas bedaŭrinde, ke vi ne aŭskultis vian patrinon."
380,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6558235
381,Turkish,Tom'u akıl hocası olarak görüyorum.
381,English,I consider Tom a mentor.
381,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5959516
382,Italian,Ho un regalino per te.
382,German,Ich habe ein kleines Geschenk für dich.
382,English,I have a small gift for you.
382,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5815852
383,English,Incompetent people are the ones who talk the most.
383,German,Inkompetente reden am allermeisten.
383,Esperanto,La nekompetentuloj plej multe babilas.
383,French,Les gens incompétents sont ceux qui parlent le plus.
383,Portuguese,Os incompetentes são os que mais falam.
384,Turkish,Bu nasıl sona erdi?
384,English,How did that end?
384,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6359932
385,Esperanto,"Ĉu vi povus diri, kie loĝas la sinjorino?"
385,Hungarian,"Megmondaná, hol lakik a hölgy?"
385,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4480290
386,Italian,Andate a costruire negozi in Ucraina.
386,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7662496
387,Berber,Zedɣen deg wannag n wadda.
387,English,They live on the floor below.
387,French,Ils habitent à l'étage en dessous.
387,Spanish,Ellos viven en la planta de abajo.
387,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2105268
388,French,Thomas claquait des dents.
388,Russian,Том стучал зубами.
388,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6558628
389,Russian,Погода готовит жителям столицы неприятный сюрприз.
389,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8968215
390,German,Tom hat Maria seine Stimme gegeben.
390,English,Tom voted for Mary.
390,Ukrainian,Том голосував за Мері.
390,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4421554
391,Spanish,Ella quiere el mejor resultado para su dinero.
391,English,She wants the most bang for her buck.
391,French,Elle veut le meilleur résultat pour son argent.
391,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5174880
392,Low German (Low Saxon),"Ik weer jüst bi ’t Eten, as ji mi anropen hebbt."
392,German,"Ich war gerade beim Essen, als ihr mich angerufen habt."
392,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/849265
393,Hebrew,חשבתי שתום יהיה המטורף.
393,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5676977
394,Spanish,Las güeras ganan un 7% más que las mujeres con cualquier otro color de pelo.
394,English,Blondes earn 7% more than women with any other hair color.
394,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3837520
395,Esperanto,Ĉio ĉi estas granda miskompreno.
395,French,Tout ça est un grand malentendu.
395,Hebrew,כל זה בלבול אחד גדול.
395,Dutch,Dit is allemaal een groot misverstand.
396,English,Tom always drinks his coffee black with no sugar.
396,German,Tom trinkt seinen Kaffee immer schwarz und ohne Zucker.
396,French,Tom prend toujours son café noir et sans sucre.
396,Hungarian,"Tom mindig feketén issza a kávét, cukor nélkül."
396,Macedonian,Том секогаш пие црно кафе без шеќер.
397,English,Tom talked me into going.
397,Berber,D Tom ay iyi-yesqenɛen akken ad dduɣ.
397,Hebrew,תום שיכנע אותי ללכת.
397,Russian,Том уговорил меня поехать.
398,Portuguese,Meu pai me proibiu de fazer aquilo.
398,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8556955
399,Hungarian,- Testvérek vagytok? - Nem. És melegek sem vagyunk.
399,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8391703
400,Italian,Dille perché.
400,English,Tell her why.
400,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5709188
401,Ukrainian,Ти слабка.
401,English,You are weak.
401,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6132627
402,Portuguese,Você gostaria de pegar meu grampeador emprestado?
402,English,Would you like to borrow my stapler?
402,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7345546
403,German,"„Warum willst du denn diesen Sonnenschirm wegwerfen? Der ist doch noch völlig in Ordnung.“ – „Wir wissen einfach nicht, wohin mit dem ganzen Zeug, und Maria sagt, die Farbe sei ohnehin nicht mehr in.“ – „Aha! Die Farbe ist nicht mehr in, und dann schwuppdiwupp weg damit, was?“"
403,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8911019
404,Berber,Ad k-ṣṣren.
404,French,Ils vont te couvrir.
404,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4066023
405,French,Tu lis à longueur de temps.
405,Berber,Tezgid teqqared.
405,Esperanto,Vi legadas konstante.
405,Italian,Tu leggi ininterrottamente.
406,Finnish,Onko sinulla ajokortti?
406,English,Do you have a driver's license?
406,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6974730
407,Esperanto,Ŝi devus esti ĉi tie precize je la kvina.
407,French,Elle devait être là à cinq heures précises.
407,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5005033
408,Romanian,Nu-i putem învinui.
408,English,We can't blame them.
408,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8933235
409,Italian,Le chiesi di aspettarmi.
409,English,I asked you to wait for me.
409,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6063186
410,Esperanto,"Bill estis fraŭlo, ĝis li edziĝis pasintsemajne."
410,French,Bill était célibataire jusqu'à ce qu'il se marie la semaine dernière.
410,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1348303
411,French,Cette victoire a fait de lui un héros.
411,German,Dieser Sieg hat ihn zum Helden gemacht.
411,English,The victory made him a hero.
411,Esperanto,Tiu venko heroigis lin.
412,Esperanto,Mia amiko multe parolas.
412,Arabic,صديقي شخص ثرثار.
412,German,Mein Freund redet viel.
412,French,Mon ami parle beaucoup.
412,Hungarian,A barátom sokat beszél.
413,Hebrew,"בבקשה, תשאיל לי את המילון שלך."
413,English,Please loan me your dictionary.
413,Portuguese,"Por favor, empreste-me o teu dicionário."
414,Interlingua,Illa costuma perder se in digressiones.
414,Portuguese,Ela não raro se perde em digressões.
414,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2684722
415,Berber,"Zik, tellid tesselmaded tafṛansit, naɣ?"
415,English,"You used to teach French, didn't you?"
415,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9115408
416,Hungarian,Tokió egy megaváros.
416,German,Tokyo ist eine Megastadt.
416,English,Tokyo is a megacity.
416,French,Tokyo est une mégapole.
416,Portuguese,Tóquio é uma megacidade.
417,English,He found her in her bedroom.
417,Italian,La trovò nella sua camera da letto.
417,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8525492
